file,title,control_type,index,label,action,status,reason,console
KMFA_系统全流程可点击验收样板_v1_4.html,KMFA 经营分析系统｜可点击验收样板 v1.4,button,6,数据源检查 33%,click,PASS,visible feedback / navigation / state change,
KMFA_系统全流程可点击验收样板_v1_4.html,KMFA 经营分析系统｜可点击验收样板 v1.4,button,7,待处理事项 0,click,PASS,visible feedback / navigation / state change,
KMFA_系统全流程可点击验收样板_v1_4.html,KMFA 经营分析系统｜可点击验收样板 v1.4,button,8,报告中心 5,click,PASS,visible feedback / navigation / state change,
KMFA_系统全流程可点击验收样板_v1_4.html,KMFA 经营分析系统｜可点击验收样板 v1.4,button,9,系统治理 Q,click,PASS,visible feedback / navigation / state change,
KMFA_系统全流程可点击验收样板_v1_4.html,KMFA 经营分析系统｜可点击验收样板 v1.4,button,10,查看治理内核,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,0,打印/另存PDF,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,1,导出CSV附表,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,2,本期摘要,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,3,项目成本,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,4,回款资金,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,5,开票纳税,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,6,下期事项,click,PASS,visible feedback / navigation / state change,
KMFA_经营分析报告可点击预览_v1_4.html,KMFA 经营分析报告可点击预览 v1.4,button,7,打印/另存PDF,click,PASS,visible feedback / navigation / state change,
