parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-020,MOD-002,FORM-002,fault_temperature_weight,fault temperature weight,formula_constant,float,points,35,NOT_APPLICABLE - no separate prior evidenced,35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:165:3,35,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:a96758899f89212e2b95f0bf55aa67e69ef098974fa6a18d6ac6402e067f7773,MACHINE_VERIFIED,
PARAM-021,MOD-002,FORM-002,fault_symptom_weight,fault symptom weight,formula_constant,float,points per symptom,10,NOT_APPLICABLE - no separate prior evidenced,10,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:165,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:165:2,10,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:82b58edad9e8dffd8313d91933ae45e40081bc4763435f5728ff3041ae48cb4e,MACHINE_VERIFIED,
PARAM-022,MOD-003,FORM-003,gear_wear_scale,gear wear scale,formula_constant,float,mm,3,NOT_APPLICABLE - no separate prior evidenced,3,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:6,3,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:7edde97e310073d6842b930d53ff5f51ea05ca920cfa76e5b23a7b4cddd0c1d8,MACHINE_VERIFIED,
PARAM-023,MOD-003,FORM-003,gear_wear_weight,gear wear weight,formula_constant,float,points,45,NOT_APPLICABLE - no separate prior evidenced,45,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:3,45,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:38c3d09734f0a2beac729691c65336bce3428a05faa5b56722c8c94068ce6baa,MACHINE_VERIFIED,
PARAM-024,MOD-003,FORM-003,gear_crack_scale,gear crack scale,formula_constant,float,mm,80,NOT_APPLICABLE - no separate prior evidenced,80,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:7,80,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:7ed9a743f3a37f7e96d9517a962e78e464129aefb21b461a5c9fd656acb38e20,MACHINE_VERIFIED,
PARAM-025,MOD-003,FORM-003,gear_crack_weight,gear crack weight,formula_constant,float,points,35,NOT_APPLICABLE - no separate prior evidenced,35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:4,35,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:4cdd3c5608b6aae2d707d64a2b030e9d969664a9a1175eac599e6fa5526d463b,MACHINE_VERIFIED,
PARAM-026,MOD-003,FORM-003,gear_temperature_scale,gear temperature scale,formula_constant,float,C,180,NOT_APPLICABLE - no separate prior evidenced,180,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:5,180,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:884f624af793a85be84f88721357d1a45c62ae591c4f4d1d552fbbecff480e6a,MACHINE_VERIFIED,
PARAM-027,MOD-003,FORM-003,gear_temperature_weight,gear temperature weight,formula_constant,float,points,20,NOT_APPLICABLE - no separate prior evidenced,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:209,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:209:2,20,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:c79f64d40432473a6c06a4062272b573406b7db92628971ea9e5fa4467ab05a8,MACHINE_VERIFIED,
PARAM-028,MOD-003,FORM-003,gear_wear_material_threshold,gear wear material threshold,formula_constant,float,mm,1.0,NOT_APPLICABLE - no separate prior evidenced,1.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:212,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:212:1,1,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:1d6a091846f903ad1ed7159204a50e502a05f2e3433a33ba88fa34e40f87b2c7,MACHINE_VERIFIED,
PARAM-029,MOD-003,FORM-003,gear_temperature_threshold,gear temperature threshold,formula_constant,float,C,120,NOT_APPLICABLE - no separate prior evidenced,120,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:218,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:218:1,120,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:a73a5ecf6da52b39bbec9292e53076be17b8e1c8e0469e8be189fb369a4cf251,MACHINE_VERIFIED,
PARAM-030,MOD-004,FORM-004,machining_tolerance_critical,machining tolerance critical,formula_constant,float,mm,0.05,NOT_APPLICABLE - no separate prior evidenced,0.05,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:275:2,0.05,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:437eb415eee9ae5591f2a317d380d8f9917da0bd2d0ecbe88151b8be319d2e1b,MACHINE_VERIFIED,
PARAM-031,MOD-004,FORM-004,machining_tolerance_warning,machining tolerance warning,formula_constant,float,mm,0.12,NOT_APPLICABLE - no separate prior evidenced,0.12,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:275:5,0.12,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:c413ec90eb41a2216376e9da7f76801e44eeea344ab98eada8a460a260dc9da1,MACHINE_VERIFIED,
PARAM-032,MOD-004,FORM-004,machining_precision_critical_score,machining precision critical score,formula_constant,float,points,35,NOT_APPLICABLE - no separate prior evidenced,35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:275:1,35,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:2e6ee2c22462396e766c69f7e6130e267a6b5dac285816a3da518ff7aad04dd3,MACHINE_VERIFIED,
PARAM-033,MOD-004,FORM-004,machining_precision_warning_score,machining precision warning score,formula_constant,float,points,15,NOT_APPLICABLE - no separate prior evidenced,15,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code/config default,UNKNOWN (TASK-OPME-B-001: engineering calibration source not evidenced),High,KM_IDSystem/backend/app/services/analysis.py:275,NOT_APPLICABLE,KM_IDSystem/backend/tests/test_analysis.py:5,active,UNKNOWN,TASK-OPME-B-001,opme-rules-v0,2026-06-20,python_ast_literal:KM_IDSystem/backend/app/services/analysis.py:275:3,15,1fa711b5f480c78b2421d63bd9183939022d9ca0,2026-06-21T13:31:42Z,sha256:a9e6efecb7b623d422131ba367bcb51ee52890a387b6d90938b701d9697198f4,MACHINE_VERIFIED,
